Code;Name area;Number ;Full name;Address;Head;Phone code;Contact number;E-mail;Website;Russian language,amount OGE;Russian language,GPA OGE;Russian language,spravlyaemost OGE;Mathematics,amount OGE;Mathematics,GPA OGE;Mathematics,spravlyaemost OGE;Russian language,amount EGE;Russian language,GPA EGE;Russian language,spravlyaemost EGE;Mathematics profil,amount EGE;Mathematics profil,GPA EGE;Mathematics profil,spravlyaemost EGE;Mathematics base,amount EGE;Mathematics base,GPA EGE;Mathematics base,spravlyaemost EGE;Physics,amount EGE;Physics,GPA EGE;Physics,spravlyaemost EGE;Chemistry,amount EGE;Chemistry,GPA EGE;Chemistry,spravlyaemost EGE;Computer science,amount EGE;Computer science,GPA EGE;Computer science,spravlyaemost EGE;Biology,amount EGE;Biology,GPA EGE;Biology,spravlyaemost EGE;History,amount EGE;History,GPA EGE;History,spravlyaemost EGE;Geography,amount EGE;Geography,GPA EGE;Geography,spravlyaemost EGE;English,amount EGE;English,GPA EGE;English,spravlyaemost EGE;Social Studies,amount EGE;Social Studies,GPA EGE;Social Studies,spravlyaemost EGE;Literature,amount EGE;Literature,GPA EGE;Literature,spravlyaemost EGE;Lat;Long
764529;г. Рыбинск;29;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 29;152930, Ярославская обл., г. Рыбинск, пр-т Мира, д.27 ;Кукушкин Сергей Иванович;4855;551743;sch29@rybadm.ru;http://sch29.rybadm.ru;26;30,2;100;26;17,5;100;30;59,3;100;18;34,3;61,1;30;3,9;96,7;7;42,1;85,7;1;72;100;2;66;100;4;49,8;100;4;44;100;-;-;-;1;83;100;20;43,7;60;3;44,3;100;58.055522;38.758002
764530;г. Рыбинск;30;муниципальное образовательное учреждение средняя общеобразовательная школа № 30;152905, Ярославская обл., г. Рыбинск, ул. Черепанова, д.15;Новикова Антонина Анатольевна;4855;554749;sch30@rybadm.ru;http://sch30.rybadm.ru;50;30,7;100;50;15,7;100;27;67,1;100;17;50,5;88,2;18;4,1;100;8;63,6;100;4;44,5;75;1;40;100;11;51,8;100;3;66,7;100;-;-;-;1;60;100;8;65,9;100;-;-;-;58.04573;38.773776
764532;г. Рыбинск;32;муниципальное образовательное учреждение средняя общеобразовательная школа № 32 имени академика А.А.Ухтомского;152900, Ярославская обл., г. Рыбинск, ул. Моховая, д.18;Решетникова Нина Михайловна;4855;261587, 261507;sch32@rybadm.ru;http://sch32.rybadm.ru;83;30,5;100;83;14,6;100;55;70,1;100;50;47,7;90;5;3,2;80;13;58,7;100;7;53,7;85,7;9;54,6;88,9;8;65,3;100;14;56,2;92,9;-;-;-;2;64,5;100;27;58,4;85,2;4;54;100;58.038651;38.863347
764535;г. Рыбинск;35;Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 35;152909, Ярославская обл., г. Рыбинск, ул. Бурлацкая, д.8 / Рулонный пер., д.2;Скворцова Людмила Ивановна;4855;265243;sch35@rybadm.ru;http://sch35.rybadm.ru;12;36,1;100;12;18,6;100;14;68,4;100;9;52,3;100;5;3,8;100;6;50,7;100;-;-;-;-;-;-;-;-;-;1;52;100;-;-;-;-;-;-;4;64,3;100;2;91;100;58.050336;38.884404
764536;г. Рыбинск;36;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 36;152916, Ярославская обл., г. Рыбинск, ул. Инженерная, д.39;Шуйгина Марина Валентиновна;4855;200857;sch36@rybadm.ru;http://sch36.rybadm.ru;38;30,8;100;38;16,4;100;13;73,7;100;12;47,1;100;1;3;100;1;47;100;3;57,3;100;2;61,5;100;6;44,2;83,3;3;55,3;100;-;-;-;-;-;-;9;59,9;100;1;71;100;58.088497;38.689963
764537;г. Рыбинск;37;муниципальное образовательное учреждение средняя общеобразовательная школа № 37;152906, Ярославская обл., г. Рыбинск, ул. Чехова, д.48а;Крутилова?Марина?Викторовна;4855;251582;sch37@rybadm.ru;http://sch37.rybadm.ru;13;27,8;100;13;14,7;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.064473;38.871603
764543;г. Рыбинск;43;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 43;152912, Ярославская обл., г. Рыбинск, ул. Баженова, д.11;Бессуднова Оксана Аркадьевна;4855;217711;sch43@rybadm.ru;http://sch43.rybadm.ru;18;32,4;100;18;15,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.062259;38.807625
764544;г. Рыбинск;44;муниципальное образовательное учреждение средняя общеобразовательная школа № 44;152919, Ярославская обл., г. Рыбинск, ул. Гагарина, д.22;Степанюк Наталья Владимировна;4855;263980;sch44@rybadm.ru;http://sch44.rybadm.ru;70;30,5;100;70;15,9;100;19;76,2;100;16;49,9;100;3;3;66,7;2;45;100;-;-;-;1;73;100;1;63;100;2;52,5;100;-;-;-;1;58;100;10;59,6;100;1;66;100;58.035373;38.844114
764572;г. Рыбинск;2;муниципальное общеобразовательное учреждение лицей № 2;152931, Ярославская обл., г. Рыбинск, ул. Карякинская, д.104;Румянцев Алексей Васильевич;4855;281676;liz2@rybadm.ru;http://liz2.rybadm.ru/;73;34,3;100;73;23,2;100;70;81,1;100;64;69,5;100;13;4,6;100;22;61,5;100;18;76;100;18;71,8;100;8;69,1;100;15;74,2;100;-;-;-;13;77,9;100;30;73,1;100;1;52;100;58.047888;38.826022
764601;Тутаевский;1;Муниципальное общеобразовательное учреждение лицей № 1;152300, Ярославская обл., Тутаевский р-н, г. Тутаев, пр-т 50-летия Победы, д.23;Шинкевич Наталья Васильевна;48533;23666, 22818;liceym1@yandex.ru;http://liceym1.ru/;53;32,8;100;54;16,7;100;24;74,5;100;21;60,2;95,2;5;4,2;100;12;56,8;100;2;78;100;6;79;100;4;65,3;100;4;58,5;100;-;-;-;2;50,5;100;8;65,5;100;5;56;100;57.86509;39.519692
764603;Тутаевский;3;муниципальное образовательное учреждение средняя общеобразовательная школа № 3;152300, Ярославская обл., Тутаевский р-н, г. Тутаев, пр-т 50-летия Победы, д.32;Грачева Наталья Алексеевна;48533;20861, 20421;schol31@yandex.ru;http://www.shcool-3-tutaev.edusite.ru;75;32,2;100;75;16,9;100;30;71,1;100;24;55,3;95,8;19;4,3;100;1;43;100;3;57,7;100;5;66;100;8;64,6;100;3;57;100;-;-;-;3;70,7;100;12;66,2;100;1;78;100;57.861255;39.514913
764604;Тутаевский;4;"муниципальное образовательное учреждение средняя общеобразовательная школа № 4 ""Центр образования""";152300, Ярославская обл., Тутаевский р-н, г. Тутаев, ул. Петра Шитова, д.63;Гаврилова Регина Николаевна;48533;22207;tmr-cosh-4@yandex.ru;http://sh4-tmr.edu.yar.ru;24;23,4;100;24;14,4;100;14;45,9;92,9;4;29,8;75;13;3;84,6;1;42;100;-;-;-;-;-;-;-;-;-;2;35;100;-;-;-;-;-;-;5;38,2;40;1;43;100;57.871945;39.521803
764606;Тутаевский;6;муниципальное образовательное учреждение средняя общеобразовательная школа № 6;152300, Ярославская обл., Тутаевский р-н, г. Тутаев, ул. Моторостроителей, д.54;Манокина Елена Викторовна;48533;70117;school-6@bk.ru;http://www.76307s006.edusite.ru;79;30,7;100;79;16,4;100;44;74,9;100;20;55,1;100;24;4;100;6;54,3;100;5;59,6;100;5;61;100;10;58,3;100;7;69,3;100;1;49;100;6;60,8;100;23;62,1;91,3;3;56;100;57.866866;39.514221
764607;Тутаевский;7;муниципальное образовательное учреждение средняя общеобразовательная школа № 7 имени адмирала Ф.Ф.Ушакова;152303, Ярославская обл., Тутаевский р-н, г. Тутаев, ул. Комсомольская, д.117 ;Сапегина Елена Анатольевна;48533;23022, 21024;school7tutaev@yandex.ru;http://sch7tut.edu.yar.ru;48;31;100;48;16,7;100;21;68,8;100;15;38,5;80;21;4,3;100;1;51;100;4;67,5;100;2;52,5;100;7;71;100;1;84;100;-;-;-;1;92;100;11;52,7;90,9;-;-;-;57.858099;39.502956
764609;Тутаевский;;"Муниципальное общеобразовательное учреждение ""Левобережная средняя школа города Тутаева"" Тутаевского муниципального района";152302, Ярославская обл., Тутаевский р-н, г. Тутаев, ул. Ленина, д.96;Кулакова Ирина Эдуардовна;48533;78183;shkola2tutaev@mail.ru;"http://www.76307s002
http://www.76307s002.edusite.ru";35;31;100;35;15,2;100;17;75,7;100;16;44,3;93,8;12;4,3;100;4;54,3;100;-;-;-;-;-;-;1;55;100;2;65,5;100;-;-;-;2;60,5;100;11;51,4;90,9;-;-;-;57.885961;39.538853
764701;Угличский;1;"Муниципальное общеобразовательное учреждение ""Гимназия № 1"" ";152615, Ярославская обл., Угличский р-н, г. Углич, пл. Пушкина, д.8;Петрова Елена Леонидовна;48532;20955;gymnaziya1@mail.ru;http://76204s001.edusite.ru;17;35;100;17;15,3;100;10;69,9;100;9;43,1;88,9;7;4,4;100;2;47;100;1;50;100;-;-;-;-;-;-;2;44;100;1;69;100;-;-;-;5;72;100;-;-;-;57.524958;38.313318
764702;Угличский;2;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 2;152615, Ярославская обл., Угличский р-н, г. Углич, Студенческий городок, д.2;Серова Елена Германовна;48532;22631;u-22631@yandex.ru;http://76204s002.edusite.ru;17;28,9;100;17;15;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.523272;38.320675
764703;Угличский;3;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 3;152610, Ярославская обл., Угличский р-н, г. Углич, ул. Ярославская, д.47;Стрельцова Светлана Вячеславовна;48532;53061;Skool3@rambler.ru;http://uglich-school3.ucoz.ru;36;30,6;100;36;14,6;100;15;66,3;100;14;33,1;71,4;14;3,7;100;1;45;100;3;55,7;100;-;-;-;4;53,3;100;1;68;100;1;56;100;-;-;-;6;61,5;100;1;69;100;57.532748;38.331419
764704;Угличский;4;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 4;152610, Ярославская обл., Угличский р-н, г. Углич, Ярославское шоссе, д.10а;Маслова Алевтина Львовна;48532;56240, 50176;sosh4.uglich@mail.ru;http://76204s004.edusite.ru;37;28,1;100;37;14,4;100;15;70,4;100;12;54,1;100;15;4,5;100;2;53,5;100;2;66;100;3;60;100;1;63;100;6;60,8;100;-;-;-;1;75;100;9;64,4;100;1;69;100;57.534217;38.338021
764705;Угличский;5;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 5 имени 63-го Угличского пехотного полка;152612, Ярославская обл., Угличский р-н, г. Углич, Ленинское шоссе, д.1А;Пятницына Наталья Львовна;48532;21331;uglichsosh5@mail.ru;http://sch5-ugl.edu.yar.ru;45;30,3;100;45;17,3;100;15;66,5;100;13;52,2;92,3;4;3,5;100;3;48,7;100;-;-;-;4;52,8;100;4;50;75;2;60;100;1;61;100;-;-;-;12;55,4;100;-;-;-;57.516118;38.315905
764706;Угличский;6;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 6;152611, Ярославская обл., Угличский р-н, г. Углич, ул. Кирова, д.83;Рябикова Людмила Николаевна;48532;55181;SC6uglich@mail.ru;http://www.76204so06.edusite.ru/;10;32;100;10;14,1;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.529322;38.286754
764707;Угличский;7;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 7;152613, Ярославская обл., Угличский р-н, г. Углич, ул. Старостина, д.12;Шашкова Татьяна Кузьминична;48532;54105, 53804;shcool72009@yandex.ru;http://76204s007.edusite.ru;38;35,8;100;38;20,2;100;29;68,4;100;25;37,7;88;18;3,8;100;3;45,7;100;3;54,7;100;2;63,5;100;5;57,8;80;6;51;83,3;3;63;100;1;94;100;15;54,1;93,3;-;-;-;57.542927;38.327987
764708;Угличский;8;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 8;152610, Ярославская обл., Угличский р-н, г. Углич, мкр. Мирный, д.31;Синильникова Юлия Андреевна;48532;54176, 56367;school812@yandex.ru;http://76204s008.edusite.ru;20;31,8;100;20;19;100;20;69,3;100;19;39,6;78,9;12;4,1;100;2;49;100;1;60;100;1;46;100;3;65;100;1;41;100;-;-;-;1;66;100;13;60,5;100;5;53,8;100;57.538768;38.348316
764709;Угличский;;муниципальное общеобразовательное учреждение Угличский физико-математический лицей;152613, Ярославская обл., Угличский р-н, г. Углич, ул. Северная, д.4;Мусинов Валерий Сергеевич;48532;51649;fml.uglich@mail.ru;http://76204s009.edusite.ru;21;34,8;100;21;23,4;100;21;82,5;100;19;72,6;100;3;4,3;100;9;72;100;4;74,8;100;11;76,7;100;2;82,5;100;1;60;100;1;89;100;3;83;100;4;72;100;3;67;100;57.544709;38.325633
764745;Угличский;;Муниципальное общеобразовательное учреждение вечерняя (сменная) общеобразовательная школа;152610, Ярославская обл., Угличский р-н, г. Углич, мкр. Мирный, д.31;Родионова Ольга Васильевна;48532;57740;vecher-skola@yandex.ru;http://76204s010.edusite.ru;12;28,1;100;12;10,4;100;1;53;100;-;-;-;1;3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.538768;38.348316
